settlement_id,merchant_id,payment_id,account_id,settlement_amount,settlement_status,initiated_at,completed_at,bank_reference
SET0000218,MER000042,PAY0001285,ACC000042,58061,Initiated,2024-11-19 04:28:00,,
SET0000219,MER000039,PAY0000563,ACC000039,60621,Completed,2025-08-28 01:22:00,2025-08-28 22:22:00,BNKREF10000218
SET0000220,MER000058,PAY0000078,ACC000058,11935,Completed,2024-02-28 11:53:00,2024-03-01 06:53:00,BNKREF10000219
SET0000221,MER000065,PAY0000788,ACC000065,59047,Failed,2025-04-18 18:35:00,2025-04-18 22:35:00,BNKREF10000220
SET0000222,MER000025,PAY0000659,ACC000025,59150,Completed,2025-09-11 15:32:00,2025-09-11 20:32:00,BNKREF10000221
SET0000223,MER000014,PAY0000704,ACC000014,92849,Completed,2024-03-27 16:41:00,2024-03-28 09:41:00,BNKREF10000222
SET0000224,MER000057,PAY0000900,ACC000057,37179,Completed,2025-06-20 16:39:00,2025-06-21 17:39:00,BNKREF10000223
SET0000225,MER000050,PAY0000838,ACC000050,82791,Initiated,2024-12-12 21:38:00,,
SET0000226,MER000043,PAY0000135,ACC000043,33129,Completed,2024-12-03 03:35:00,2024-12-03 23:35:00,BNKREF10000225
SET0000227,MER000020,PAY0000683,ACC000020,45951,Initiated,2024-03-24 18:42:00,,
SET0000228,MER000040,PAY0001344,ACC000040,40677,Completed,2025-11-09 12:08:00,2025-11-09 19:08:00,BNKREF10000227
SET0000229,MER000049,PAY0001318,ACC000049,69095,Completed,2024-12-02 04:42:00,2024-12-04 01:42:00,BNKREF10000228
SET0000230,MER000012,PAY0001324,ACC000012,40583,Completed,2025-11-17 13:32:00,2025-11-18 14:32:00,BNKREF10000229
SET0000231,MER000024,PAY0000439,ACC000024,20408,Completed,2024-12-15 15:12:00,2024-12-16 01:12:00,BNKREF10000230
SET0000232,MER000010,PAY0000606,ACC000010,5047,Completed,2024-04-13 16:49:00,2024-04-15 03:49:00,BNKREF10000231
SET0000233,MER000044,PAY0001266,ACC000044,90912,Completed,2024-05-14 19:24:00,2024-05-15 08:24:00,BNKREF10000232
SET0000234,MER000022,PAY0001477,ACC000022,31233,Completed,2025-03-24 01:26:00,2025-03-26 01:26:00,BNKREF10000233
SET0000235,MER000057,PAY0001251,ACC000057,31448,Completed,2024-10-18 23:50:00,2024-10-20 11:50:00,BNKREF10000234
SET0000236,MER000040,PAY0000961,ACC000040,60613,Completed,2024-07-17 11:43:00,2024-07-18 17:43:00,BNKREF10000235
SET0000237,MER000037,PAY0000783,ACC000037,79354,Failed,2025-05-29 16:26:00,2025-05-30 06:26:00,BNKREF10000236
SET0000238,MER000018,PAY0000513,ACC000018,13546,Completed,2024-02-23 20:30:00,2024-02-25 09:30:00,BNKREF10000237
SET0000239,MER000067,PAY0000256,ACC000067,67386,Completed,2024-10-18 02:48:00,2024-10-19 08:48:00,BNKREF10000238
SET0000240,MER000019,PAY0000896,ACC000019,3595,Completed,2024-04-03 07:52:00,2024-04-04 07:52:00,BNKREF10000239
SET0000241,MER000054,PAY0000110,ACC000054,49240,Completed,2025-02-09 16:23:00,2025-02-09 23:23:00,BNKREF10000240
SET0000242,MER000029,PAY0000058,ACC000029,19242,Completed,2024-11-22 03:53:00,2024-11-23 02:53:00,BNKREF10000241
SET0000243,MER000018,PAY0000079,ACC000018,61587,Completed,2024-10-20 15:44:00,2024-10-22 14:44:00,BNKREF10000242
SET0000244,MER000058,PAY0001261,ACC000058,72032,Completed,2024-01-06 02:01:00,2024-01-06 13:01:00,BNKREF10000243
SET0000245,MER000068,PAY0000867,ACC000068,31352,Completed,2024-04-23 09:15:00,2024-04-23 14:15:00,BNKREF10000244
SET0000246,MER000054,PAY0001309,ACC000054,65613,Initiated,2025-09-29 14:04:00,,
SET0000247,MER000069,PAY0000034,ACC000069,38277,Completed,2025-10-09 16:36:00,2025-10-10 03:36:00,BNKREF10000246
SET0000248,MER000055,PAY0000004,ACC000055,87180,Completed,2025-09-21 11:15:00,2025-09-22 00:15:00,BNKREF10000247
SET0000249,MER000011,PAY0001073,ACC000011,72733,Completed,2025-01-04 02:33:00,2025-01-05 12:33:00,BNKREF10000248
SET0000250,MER000003,PAY0000800,ACC000003,33346,Completed,2025-04-26 01:40:00,2025-04-27 02:40:00,BNKREF10000249
SET0000251,MER000003,PAY0000732,ACC000003,13687,Completed,2024-03-10 11:15:00,2024-03-12 05:15:00,BNKREF10000250
SET0000252,MER000043,PAY0000274,ACC000043,23049,Completed,2024-02-15 11:34:00,2024-02-17 06:34:00,BNKREF10000251
SET0000253,MER000060,PAY0001425,ACC000060,93953,Completed,2025-05-05 20:11:00,2025-05-06 02:11:00,BNKREF10000252
SET0000254,MER000059,PAY0000076,ACC000059,41465,Completed,2024-10-27 06:02:00,2024-10-27 10:02:00,BNKREF10000253
SET0000255,MER000040,PAY0001056,ACC000040,25148,Completed,2025-02-11 17:30:00,2025-02-13 12:30:00,BNKREF10000254
SET0000256,MER000037,PAY0000732,ACC000037,57372,Completed,2024-02-18 20:21:00,2024-02-19 21:21:00,BNKREF10000255
SET0000257,MER000052,PAY0000901,ACC000052,48248,Completed,2025-01-30 10:11:00,2025-01-31 19:11:00,BNKREF10000256
SET0000258,MER000067,PAY0000547,ACC000067,79064,Initiated,2024-03-25 23:27:00,,
SET0000259,MER000024,PAY0001118,ACC000024,86728,Initiated,2024-10-27 10:06:00,,
SET0000260,MER000038,PAY0000628,ACC000038,58283,Completed,2025-04-01 19:45:00,2025-04-03 17:45:00,BNKREF10000259
SET0000261,MER000045,PAY0000916,ACC000045,57108,Completed,2024-02-13 23:55:00,2024-02-15 16:55:00,BNKREF10000260
SET0000262,MER000036,PAY0001310,ACC000036,67351,Completed,2024-02-28 02:42:00,2024-02-29 03:42:00,BNKREF10000261
SET0000263,MER000021,PAY0000064,ACC000021,16645,Completed,2024-05-26 19:43:00,2024-05-26 23:43:00,BNKREF10000262
SET0000264,MER000009,PAY0000484,ACC000009,4344,Completed,2025-10-22 11:23:00,2025-10-24 01:23:00,BNKREF10000263
SET0000265,MER000020,PAY0001391,ACC000020,75325,Completed,2025-04-05 11:23:00,2025-04-05 17:23:00,BNKREF10000264
SET0000266,MER000018,PAY0001085,ACC000018,14969,Completed,2025-01-10 12:20:00,2025-01-11 05:20:00,BNKREF10000265
SET0000267,MER000004,PAY0000382,ACC000004,34411,Completed,2025-05-26 16:24:00,2025-05-27 01:24:00,BNKREF10000266
SET0000268,MER000034,PAY0001442,ACC000034,26337,Completed,2025-04-01 06:39:00,2025-04-02 15:39:00,BNKREF10000267
SET0000269,MER000016,PAY0000278,ACC000016,11606,Completed,2024-03-16 14:11:00,2024-03-17 20:11:00,BNKREF10000268
SET0000270,MER000041,PAY0001368,ACC000041,39415,Completed,2024-12-21 22:04:00,2024-12-22 18:04:00,BNKREF10000269
SET0000271,MER000021,PAY0001458,ACC000021,16007,Completed,2025-10-15 05:50:00,2025-10-15 21:50:00,BNKREF10000270
SET0000272,MER000026,PAY0000285,ACC000026,48453,Completed,2024-08-30 15:01:00,2024-09-01 05:01:00,BNKREF10000271
SET0000273,MER000060,PAY0001130,ACC000060,40639,Initiated,2024-05-12 19:56:00,,
SET0000274,MER000051,PAY0001469,ACC000051,9766,Completed,2025-05-05 16:26:00,2025-05-07 06:26:00,BNKREF10000273
SET0000275,MER000017,PAY0000650,ACC000017,45256,Completed,2025-10-19 02:28:00,2025-10-20 13:28:00,BNKREF10000274
SET0000276,MER000017,PAY0001130,ACC000017,56804,Completed,2025-10-17 18:11:00,2025-10-18 04:11:00,BNKREF10000275
SET0000277,MER000065,PAY0000114,ACC000065,42391,Completed,2024-05-07 16:09:00,2024-05-08 04:09:00,BNKREF10000276
SET0000278,MER000029,PAY0000709,ACC000029,25829,Initiated,2025-06-15 09:54:00,,
SET0000279,MER000036,PAY0000257,ACC000036,84115,Completed,2025-10-02 09:39:00,2025-10-03 19:39:00,BNKREF10000278
SET0000280,MER000022,PAY0001213,ACC000022,79416,Completed,2025-08-17 04:10:00,2025-08-19 04:10:00,BNKREF10000279
SET0000281,MER000044,PAY0001155,ACC000044,84176,Initiated,2024-02-12 00:05:00,,
SET0000282,MER000034,PAY0001334,ACC000034,65378,Completed,2024-08-03 18:26:00,2024-08-03 21:26:00,BNKREF10000281
SET0000283,MER000070,PAY0000594,ACC000070,53327,Completed,2025-10-19 09:30:00,2025-10-21 06:30:00,BNKREF10000282
SET0000284,MER000039,PAY0000929,ACC000039,63571,Completed,2024-03-15 22:03:00,2024-03-17 02:03:00,BNKREF10000283
SET0000285,MER000060,PAY0000418,ACC000060,41953,Completed,2024-12-14 19:09:00,2024-12-16 18:09:00,BNKREF10000284
SET0000286,MER000045,PAY0000817,ACC000045,31785,Completed,2024-05-13 11:32:00,2024-05-14 09:32:00,BNKREF10000285
SET0000287,MER000060,PAY0000251,ACC000060,6732,Initiated,2024-09-30 14:15:00,,
SET0000288,MER000038,PAY0000787,ACC000038,43017,Failed,2025-09-22 13:15:00,2025-09-23 01:15:00,BNKREF10000287
SET0000289,MER000041,PAY0000389,ACC000041,65291,Completed,2024-06-12 15:32:00,2024-06-13 12:32:00,BNKREF10000288
SET0000290,MER000003,PAY0000185,ACC000003,76560,Failed,2025-02-06 16:29:00,2025-02-07 07:29:00,BNKREF10000289
SET0000291,MER000046,PAY0000100,ACC000046,88248,Completed,2024-02-21 09:31:00,2024-02-23 04:31:00,BNKREF10000290
SET0000292,MER000061,PAY0000586,ACC000061,17655,Initiated,2025-07-03 00:54:00,,
SET0000293,MER000034,PAY0001490,ACC000034,6805,Initiated,2025-01-09 12:23:00,,
SET0000294,MER000025,PAY0000743,ACC000025,72170,Completed,2025-07-20 09:04:00,2025-07-21 15:04:00,BNKREF10000293
SET0000295,MER000036,PAY0001277,ACC000036,12772,Initiated,2025-11-27 19:07:00,,
SET0000296,MER000051,PAY0000765,ACC000051,79066,Completed,2024-12-13 17:23:00,2024-12-14 07:23:00,BNKREF10000295
SET0000297,MER000066,PAY0000823,ACC000066,93631,Initiated,2025-05-27 01:02:00,,
SET0000298,MER000043,PAY0000971,ACC000043,18421,Completed,2025-06-15 14:09:00,2025-06-17 00:09:00,BNKREF10000297
SET0000299,MER000042,PAY0001256,ACC000042,77920,Failed,2024-11-22 05:25:00,2024-11-23 02:25:00,BNKREF10000298
SET0000300,MER000044,PAY0001039,ACC000044,62345,Completed,2025-06-05 17:31:00,2025-06-06 14:31:00,BNKREF10000299
SET0000301,MER000003,PAY0000755,ACC000003,40427,Failed,2024-12-05 21:07:00,2024-12-07 12:07:00,BNKREF10000300
SET0000302,MER000004,PAY0001223,ACC000004,75811,Completed,2025-04-30 08:41:00,2025-05-01 23:41:00,BNKREF10000301
SET0000303,MER000030,PAY0001478,ACC000030,94626,Completed,2024-02-22 18:30:00,2024-02-24 12:30:00,BNKREF10000302
SET0000304,MER000049,PAY0000303,ACC000049,14504,Completed,2025-11-28 07:02:00,2025-11-30 05:02:00,BNKREF10000303
SET0000305,MER000025,PAY0000039,ACC000025,26824,Completed,2025-03-27 10:26:00,2025-03-29 08:26:00,BNKREF10000304
SET0000306,MER000053,PAY0001028,ACC000053,8263,Completed,2025-09-18 15:55:00,2025-09-20 15:55:00,BNKREF10000305
SET0000307,MER000018,PAY0001063,ACC000018,68975,Failed,2024-07-31 17:20:00,2024-08-02 01:20:00,BNKREF10000306
SET0000308,MER000049,PAY0000643,ACC000049,46537,Completed,2024-06-26 14:58:00,2024-06-28 02:58:00,BNKREF10000307
SET0000309,MER000034,PAY0001250,ACC000034,29573,Completed,2025-05-10 06:15:00,2025-05-11 03:15:00,BNKREF10000308
SET0000310,MER000039,PAY0000592,ACC000039,45818,Completed,2024-07-31 22:45:00,2024-08-02 06:45:00,BNKREF10000309
SET0000311,MER000036,PAY0000590,ACC000036,45337,Completed,2024-05-04 18:43:00,2024-05-05 21:43:00,BNKREF10000310
SET0000312,MER000019,PAY0000595,ACC000019,58083,Initiated,2024-02-13 09:45:00,,
SET0000313,MER000033,PAY0000982,ACC000033,91348,Completed,2024-08-07 06:52:00,2024-08-08 19:52:00,BNKREF10000312
SET0000314,MER000035,PAY0000282,ACC000035,6753,Completed,2024-04-21 19:47:00,2024-04-22 12:47:00,BNKREF10000313
SET0000315,MER000068,PAY0000463,ACC000068,43392,Initiated,2025-10-15 07:03:00,,
SET0000316,MER000061,PAY0000206,ACC000061,53434,Failed,2025-11-28 04:00:00,2025-11-28 16:00:00,BNKREF10000315
SET0000317,MER000061,PAY0000978,ACC000061,37509,Failed,2025-10-28 06:48:00,2025-10-29 04:48:00,BNKREF10000316
SET0000318,MER000008,PAY0000184,ACC000008,4988,Completed,2025-10-29 18:14:00,2025-10-31 18:14:00,BNKREF10000317
SET0000319,MER000023,PAY0000856,ACC000023,24520,Completed,2024-06-29 01:53:00,2024-06-30 10:53:00,BNKREF10000318
SET0000320,MER000038,PAY0000077,ACC000038,37398,Completed,2024-01-10 09:36:00,2024-01-11 08:36:00,BNKREF10000319
SET0000321,MER000059,PAY0001314,ACC000059,66188,Completed,2025-07-10 16:31:00,2025-07-11 02:31:00,BNKREF10000320
SET0000322,MER000060,PAY0000559,ACC000060,85072,Completed,2024-07-16 03:21:00,2024-07-17 10:21:00,BNKREF10000321
SET0000323,MER000033,PAY0001472,ACC000033,74520,Completed,2024-07-09 00:47:00,2024-07-09 20:47:00,BNKREF10000322
SET0000324,MER000025,PAY0000360,ACC000025,67638,Completed,2025-09-17 20:57:00,2025-09-19 01:57:00,BNKREF10000323
SET0000325,MER000042,PAY0000178,ACC000042,62680,Completed,2025-02-14 21:06:00,2025-02-15 07:06:00,BNKREF10000324
SET0000326,MER000042,PAY0000509,ACC000042,43304,Completed,2024-01-07 08:24:00,2024-01-08 03:24:00,BNKREF10000325
SET0000327,MER000039,PAY0001193,ACC000039,31072,Completed,2025-08-09 00:16:00,2025-08-10 22:16:00,BNKREF10000326
SET0000328,MER000008,PAY0001368,ACC000008,65966,Completed,2024-05-01 14:19:00,2024-05-03 11:19:00,BNKREF10000327
SET0000329,MER000040,PAY0001414,ACC000040,80660,Completed,2024-04-30 20:58:00,2024-05-01 21:58:00,BNKREF10000328
SET0000330,MER000029,PAY0000449,ACC000029,49071,Completed,2024-05-16 15:09:00,2024-05-18 07:09:00,BNKREF10000329
SET0000331,MER000054,PAY0001438,ACC000054,28727,Completed,2025-07-16 15:48:00,2025-07-18 11:48:00,BNKREF10000330
SET0000332,MER000032,PAY0001394,ACC000032,47519,Completed,2025-09-02 02:33:00,2025-09-04 01:33:00,BNKREF10000331
SET0000333,MER000010,PAY0001156,ACC000010,26597,Completed,2024-04-24 01:53:00,2024-04-25 11:53:00,BNKREF10000332
SET0000334,MER000069,PAY0000307,ACC000069,89267,Completed,2024-06-17 10:54:00,2024-06-17 19:54:00,BNKREF10000333
SET0000335,MER000027,PAY0001469,ACC000027,7392,Completed,2025-08-20 15:05:00,2025-08-21 21:05:00,BNKREF10000334
SET0000336,MER000059,PAY0000271,ACC000059,60704,Completed,2025-06-09 13:29:00,2025-06-11 02:29:00,BNKREF10000335
SET0000337,MER000040,PAY0001482,ACC000040,75900,Completed,2024-01-23 12:16:00,2024-01-24 03:16:00,BNKREF10000336
SET0000338,MER000010,PAY0000093,ACC000010,7997,Initiated,2025-03-09 11:44:00,,
SET0000339,MER000009,PAY0000967,ACC000009,84185,Completed,2024-02-02 09:26:00,2024-02-02 19:26:00,BNKREF10000338
SET0000340,MER000054,PAY0000767,ACC000054,49336,Completed,2025-01-26 14:55:00,2025-01-27 16:55:00,BNKREF10000339
SET0000341,MER000011,PAY0001399,ACC000011,15649,Completed,2025-11-08 17:08:00,2025-11-09 17:08:00,BNKREF10000340
SET0000342,MER000023,PAY0001101,ACC000023,555,Completed,2025-02-06 16:08:00,2025-02-07 08:08:00,BNKREF10000341
SET0000343,MER000003,PAY0000612,ACC000003,49812,Completed,2025-04-19 21:46:00,2025-04-21 09:46:00,BNKREF10000342
SET0000344,MER000030,PAY0000507,ACC000030,14890,Completed,2025-04-16 11:09:00,2025-04-18 11:09:00,BNKREF10000343
SET0000345,MER000005,PAY0001353,ACC000005,31644,Completed,2025-03-05 19:49:00,2025-03-05 22:49:00,BNKREF10000344
SET0000346,MER000027,PAY0000138,ACC000027,92281,Completed,2024-04-13 19:02:00,2024-04-15 16:02:00,BNKREF10000345
SET0000347,MER000007,PAY0000502,ACC000007,98978,Completed,2024-02-15 12:28:00,2024-02-16 03:28:00,BNKREF10000346
SET0000348,MER000008,PAY0000287,ACC000008,75611,Completed,2025-05-30 09:14:00,2025-06-01 09:14:00,BNKREF10000347
SET0000349,MER000041,PAY0001183,ACC000041,18877,Completed,2025-09-04 21:52:00,2025-09-05 18:52:00,BNKREF10000348
SET0000350,MER000067,PAY0000453,ACC000067,77650,Initiated,2025-02-27 09:17:00,,
SET0000351,MER000023,PAY0001283,ACC000023,84420,Completed,2025-11-26 13:35:00,2025-11-27 13:35:00,BNKREF10000350
SET0000352,MER000049,PAY0001075,ACC000049,49443,Completed,2024-11-22 22:26:00,2024-11-23 19:26:00,BNKREF10000351
SET0000353,MER000024,PAY0001102,ACC000024,19020,Completed,2025-04-29 07:54:00,2025-05-01 06:54:00,BNKREF10000352
SET0000354,MER000060,PAY0000119,ACC000060,51010,Completed,2025-07-29 13:26:00,2025-07-29 23:26:00,BNKREF10000353
SET0000355,MER000032,PAY0000523,ACC000032,59054,Initiated,2024-07-27 10:41:00,,
SET0000356,MER000048,PAY0000190,ACC000048,49536,Completed,2025-07-02 23:53:00,2025-07-03 18:53:00,BNKREF10000355
SET0000357,MER000006,PAY0000150,ACC000006,62935,Completed,2024-07-11 18:46:00,2024-07-12 09:46:00,BNKREF10000356
SET0000358,MER000027,PAY0000682,ACC000027,97994,Completed,2024-11-06 00:13:00,2024-11-06 09:13:00,BNKREF10000357
SET0000359,MER000062,PAY0000497,ACC000062,72462,Completed,2025-09-10 22:13:00,2025-09-11 15:13:00,BNKREF10000358
SET0000360,MER000042,PAY0000580,ACC000042,34383,Completed,2025-01-24 14:34:00,2025-01-25 11:34:00,BNKREF10000359
SET0000361,MER000047,PAY0001051,ACC000047,61637,Completed,2025-05-24 14:06:00,2025-05-26 14:06:00,BNKREF10000360
SET0000362,MER000041,PAY0000417,ACC000041,29102,Initiated,2025-01-14 10:26:00,,
SET0000363,MER000019,PAY0000034,ACC000019,54832,Completed,2024-09-24 17:59:00,2024-09-26 17:59:00,BNKREF10000362
SET0000364,MER000038,PAY0000313,ACC000038,65544,Completed,2024-07-19 10:14:00,2024-07-20 03:14:00,BNKREF10000363
SET0000365,MER000044,PAY0000528,ACC000044,22150,Completed,2025-05-15 23:41:00,2025-05-17 06:41:00,BNKREF10000364
SET0000366,MER000046,PAY0000347,ACC000046,84223,Completed,2024-05-23 23:34:00,2024-05-25 11:34:00,BNKREF10000365
SET0000367,MER000008,PAY0001074,ACC000008,54153,Completed,2024-02-04 02:52:00,2024-02-04 04:52:00,BNKREF10000366
SET0000368,MER000018,PAY0001292,ACC000018,66387,Completed,2024-08-24 02:45:00,2024-08-24 17:45:00,BNKREF10000367
SET0000369,MER000059,PAY0000765,ACC000059,63434,Completed,2024-03-02 19:40:00,2024-03-04 12:40:00,BNKREF10000368
SET0000370,MER000063,PAY0000033,ACC000063,69491,Completed,2024-01-07 17:35:00,2024-01-07 20:35:00,BNKREF10000369
SET0000371,MER000036,PAY0001098,ACC000036,56536,Completed,2024-10-20 00:32:00,2024-10-21 21:32:00,BNKREF10000370
SET0000372,MER000023,PAY0000220,ACC000023,69103,Completed,2024-04-08 16:09:00,2024-04-10 09:09:00,BNKREF10000371
SET0000373,MER000033,PAY0000726,ACC000033,60261,Completed,2024-09-30 12:05:00,2024-10-01 15:05:00,BNKREF10000372
SET0000374,MER000032,PAY0001428,ACC000032,85786,Completed,2024-08-19 09:43:00,2024-08-19 16:43:00,BNKREF10000373
SET0000375,MER000005,PAY0000192,ACC000005,83559,Completed,2025-02-19 12:24:00,2025-02-19 17:24:00,BNKREF10000374
SET0000376,MER000002,PAY0001440,ACC000002,43520,Completed,2024-06-24 02:31:00,2024-06-25 21:31:00,BNKREF10000375
SET0000377,MER000013,PAY0001082,ACC000013,74389,Completed,2024-02-13 07:13:00,2024-02-15 05:13:00,BNKREF10000376
SET0000378,MER000061,PAY0000556,ACC000061,73960,Completed,2024-02-17 02:43:00,2024-02-18 14:43:00,BNKREF10000377
SET0000379,MER000005,PAY0000368,ACC000005,52305,Completed,2024-11-18 00:13:00,2024-11-19 23:13:00,BNKREF10000378
SET0000380,MER000010,PAY0000613,ACC000010,88840,Completed,2024-06-15 18:15:00,2024-06-16 20:15:00,BNKREF10000379
SET0000381,MER000070,PAY0000680,ACC000070,95017,Completed,2025-01-28 23:08:00,2025-01-30 21:08:00,BNKREF10000380
SET0000382,MER000011,PAY0001026,ACC000011,44742,Completed,2024-12-20 01:06:00,2024-12-20 07:06:00,BNKREF10000381
SET0000383,MER000051,PAY0000669,ACC000051,64404,Completed,2024-01-31 20:17:00,2024-02-02 02:17:00,BNKREF10000382
SET0000384,MER000030,PAY0000729,ACC000030,86695,Completed,2025-07-20 12:27:00,2025-07-22 03:27:00,BNKREF10000383
SET0000385,MER000049,PAY0000176,ACC000049,10852,Completed,2025-09-25 09:51:00,2025-09-25 15:51:00,BNKREF10000384
SET0000386,MER000035,PAY0000316,ACC000035,41607,Completed,2025-01-24 22:50:00,2025-01-26 00:50:00,BNKREF10000385
SET0000387,MER000047,PAY0000219,ACC000047,13499,Completed,2024-04-03 00:19:00,2024-04-03 19:19:00,BNKREF10000386
SET0000388,MER000017,PAY0000179,ACC000017,53583,Completed,2024-07-10 13:28:00,2024-07-11 23:28:00,BNKREF10000387
SET0000389,MER000014,PAY0000054,ACC000014,78486,Initiated,2024-04-01 11:35:00,,
SET0000390,MER000042,PAY0000789,ACC000042,95106,Completed,2024-01-13 09:26:00,2024-01-13 16:26:00,BNKREF10000389
SET0000391,MER000032,PAY0001172,ACC000032,35347,Completed,2025-06-17 05:43:00,2025-06-17 15:43:00,BNKREF10000390
SET0000392,MER000039,PAY0000550,ACC000039,55294,Completed,2025-05-19 04:04:00,2025-05-19 23:04:00,BNKREF10000391
SET0000393,MER000039,PAY0000992,ACC000039,82024,Completed,2024-03-19 11:16:00,2024-03-21 11:16:00,BNKREF10000392
SET0000394,MER000064,PAY0001217,ACC000064,40032,Initiated,2025-09-23 06:29:00,,
SET0000395,MER000001,PAY0000811,ACC000001,57800,Completed,2024-12-06 19:24:00,2024-12-07 18:24:00,BNKREF10000394
SET0000396,MER000043,PAY0000882,ACC000043,91233,Completed,2025-10-28 19:08:00,2025-10-30 11:08:00,BNKREF10000395
SET0000397,MER000026,PAY0000982,ACC000026,96421,Failed,2024-11-17 05:25:00,2024-11-18 01:25:00,BNKREF10000396
SET0000398,MER000063,PAY0001180,ACC000063,47943,Completed,2024-09-05 10:24:00,2024-09-06 13:24:00,BNKREF10000397
SET0000399,MER000015,PAY0001155,ACC000015,3627,Completed,2024-07-23 18:34:00,2024-07-25 07:34:00,BNKREF10000398
SET0000400,MER000060,PAY0001451,ACC000060,9164,Completed,2024-08-02 14:51:00,2024-08-04 12:51:00,BNKREF10000399
SET0000401,MER000053,PAY0001379,ACC000053,86432,Completed,2025-05-26 04:40:00,2025-05-26 22:40:00,BNKREF10000400
SET0000402,MER000020,PAY0001465,ACC000020,62914,Completed,2025-03-09 12:04:00,2025-03-11 04:04:00,BNKREF10000401
SET0000403,MER000052,PAY0001095,ACC000052,92064,Completed,2025-06-02 22:26:00,2025-06-03 23:26:00,BNKREF10000402
SET0000404,MER000069,PAY0001217,ACC000069,87222,Completed,2025-10-15 02:06:00,2025-10-16 22:06:00,BNKREF10000403
SET0000405,MER000046,PAY0000341,ACC000046,88897,Completed,2025-10-24 19:02:00,2025-10-26 14:02:00,BNKREF10000404
SET0000406,MER000052,PAY0000680,ACC000052,29198,Initiated,2025-03-16 03:00:00,,
SET0000407,MER000066,PAY0001063,ACC000066,49136,Completed,2025-07-25 18:44:00,2025-07-27 00:44:00,BNKREF10000406
SET0000408,MER000051,PAY0000949,ACC000051,3319,Completed,2025-11-26 18:44:00,2025-11-27 18:44:00,BNKREF10000407
SET0000409,MER000062,PAY0000215,ACC000062,95802,Failed,2024-10-29 13:58:00,2024-10-29 22:58:00,BNKREF10000408
SET0000410,MER000019,PAY0000714,ACC000019,63398,Completed,2024-11-15 10:29:00,2024-11-16 21:29:00,BNKREF10000409
SET0000411,MER000045,PAY0000976,ACC000045,8904,Completed,2024-04-09 14:46:00,2024-04-10 12:46:00,BNKREF10000410
SET0000412,MER000039,PAY0000092,ACC000039,88854,Completed,2024-04-27 00:54:00,2024-04-27 08:54:00,BNKREF10000411
SET0000413,MER000022,PAY0000500,ACC000022,55985,Completed,2025-06-12 05:35:00,2025-06-13 18:35:00,BNKREF10000412
SET0000414,MER000060,PAY0000475,ACC000060,56740,Completed,2025-02-18 20:11:00,2025-02-20 16:11:00,BNKREF10000413
SET0000415,MER000051,PAY0000060,ACC000051,683,Completed,2025-09-20 06:28:00,2025-09-21 08:28:00,BNKREF10000414
SET0000416,MER000028,PAY0000422,ACC000028,13436,Completed,2024-10-12 22:51:00,2024-10-14 12:51:00,BNKREF10000415
SET0000417,MER000069,PAY0000383,ACC000069,88010,Completed,2025-01-09 10:12:00,2025-01-10 04:12:00,BNKREF10000416
SET0000418,MER000063,PAY0001081,ACC000063,77039,Completed,2025-10-16 10:38:00,2025-10-17 13:38:00,BNKREF10000417
SET0000419,MER000015,PAY0000713,ACC000015,92635,Completed,2024-12-26 14:39:00,2024-12-28 11:39:00,BNKREF10000418
SET0000420,MER000039,PAY0001259,ACC000039,15548,Initiated,2025-08-27 02:43:00,,
SET0000421,MER000031,PAY0000626,ACC000031,51016,Completed,2024-04-29 05:23:00,2024-04-30 15:23:00,BNKREF10000420
SET0000422,MER000054,PAY0001222,ACC000054,83396,Completed,2024-05-21 18:24:00,2024-05-23 03:24:00,BNKREF10000421
SET0000423,MER000069,PAY0001421,ACC000069,18488,Completed,2025-10-22 05:35:00,2025-10-23 01:35:00,BNKREF10000422
SET0000424,MER000024,PAY0000645,ACC000024,63618,Completed,2025-04-06 19:03:00,2025-04-06 21:03:00,BNKREF10000423
SET0000425,MER000018,PAY0000400,ACC000018,89844,Completed,2025-01-28 17:32:00,2025-01-29 21:32:00,BNKREF10000424
SET0000426,MER000063,PAY0000852,ACC000063,4144,Initiated,2025-03-30 15:10:00,,
SET0000427,MER000029,PAY0000599,ACC000029,60042,Completed,2024-02-03 08:14:00,2024-02-03 20:14:00,BNKREF10000426
SET0000428,MER000064,PAY0001126,ACC000064,71286,Initiated,2025-06-07 03:36:00,,
SET0000429,MER000047,PAY0001111,ACC000047,13523,Completed,2024-02-12 23:28:00,2024-02-14 04:28:00,BNKREF10000428
SET0000430,MER000032,PAY0000610,ACC000032,57649,Completed,2024-02-03 14:16:00,2024-02-03 21:16:00,BNKREF10000429
SET0000431,MER000016,PAY0000486,ACC000016,80088,Completed,2024-08-02 23:37:00,2024-08-04 22:37:00,BNKREF10000430
SET0000432,MER000055,PAY0000340,ACC000055,7880,Completed,2025-09-22 04:50:00,2025-09-22 19:50:00,BNKREF10000431
SET0000433,MER000045,PAY0001091,ACC000045,38456,Completed,2024-10-14 19:34:00,2024-10-16 18:34:00,BNKREF10000432
SET0000434,MER000038,PAY0001173,ACC000038,17871,Completed,2024-09-30 16:57:00,2024-10-01 00:57:00,BNKREF10000433
SET0000435,MER000053,PAY0000122,ACC000053,32825,Completed,2024-10-10 20:08:00,2024-10-11 06:08:00,BNKREF10000434
